target_velocities,holding_time,rpm
5456250,1,545.625
5460000,1,546
5463750,1,546.375
5467500,1,546.75
5471250,1,547.125
5475000,1,547.5
5478750,1,547.875
5482500,1,548.25
5486250,1,548.625
5490000,1,549
5493750,1,549.375
5497500,1,549.75
5501250,1,550.125
5505000,1,550.5
5508750,1,550.875
5512500,1,551.25
5516250,1,551.625
5520000,1,552
5523750,1,552.375
5527500,1,552.75
5531250,1,553.125
5535000,1,553.5
5538750,1,553.875
5542500,1,554.25
5546250,1,554.625
5550000,1,555
5553750,1,555.375
5557500,1,555.75
5561250,1,556.125
5565000,1,556.5
5568750,1,556.875
5572500,1,557.25
5576250,1,557.625
5580000,1,558
5583750,1,558.375
5587500,1,558.75
5591250,1,559.125
5595000,1,559.5
5598750,1,559.875
5602500,1,560.25
5606250,1,560.625
5610000,1,561
5613750,1,561.375
5617500,1,561.75
5621250,1,562.125
5625000,1,562.5
5628750,1,562.875
5632500,1,563.25
5636250,1,563.625
5640000,1,564
5643750,1,564.375
5647500,1,564.75
5651250,1,565.125
5655000,1,565.5
5658750,1,565.875
5662500,1,566.25
5666250,1,566.625
5670000,1,567
5673750,1,567.375
5677500,1,567.75
5681250,1,568.125
5685000,1,568.5
5688750,1,568.875
5692500,1,569.25
5696250,1,569.625
5700000,1,570
5703750,1,570.375
5707500,1,570.75
5711250,1,571.125
5715000,1,571.5
5718750,1,571.875
5722500,1,572.25
5726250,1,572.625
5730000,1,573
5733750,1,573.375
5737500,1,573.75
5741250,1,574.125
5745000,1,574.5
5748750,1,574.875
5752500,1,575.25
5756250,1,575.625
5760000,1,576
5763750,1,576.375
5767500,1,576.75
5771250,1,577.125
5775000,1,577.5
5778750,1,577.875
5782500,1,578.25
5786250,1,578.625
5790000,1,579
5793750,1,579.375
5797500,1,579.75
5801250,1,580.125
5805000,1,580.5
5808750,1,580.875
5812500,1,581.25
5816250,1,581.625
5820000,1,582
5823750,1,582.375
5827500,1,582.75
5831250,1,583.125
5835000,1,583.5
5838750,1,583.875
5842500,1,584.25
5846250,1,584.625
5850000,1,585
5853750,1,585.375
5857500,1,585.75
5861250,1,586.125
5865000,1,586.5
5868750,1,586.875
5872500,1,587.25
5876250,1,587.625
5880000,1,588
5883750,1,588.375
5887500,1,588.75
5891250,1,589.125
5895000,1,589.5
5898750,1,589.875
5902500,1,590.25
5906250,1,590.625
5910000,1,591
5913750,1,591.375
5917500,1,591.75
5921250,1,592.125
5925000,1,592.5
5928750,1,592.875
5932500,1,593.25
5936250,1,593.625
5940000,1,594
5943750,1,594.375
5947500,1,594.75
5951250,1,595.125
5955000,1,595.5
5958750,1,595.875
5962500,1,596.25
5966250,1,596.625
5970000,1,597
5973750,1,597.375
5977500,1,597.75
5981250,1,598.125
5985000,1,598.5
5988750,1,598.875
5992500,1,599.25
5996250,1,599.625
6000000,1,600
6003750,1,600.375
6007500,1,600.75
6011250,1,601.125
6015000,1,601.5
6018750,1,601.875
6022500,1,602.25
6026250,1,602.625
6030000,1,603
6033750,1,603.375
6037500,1,603.75
6041250,1,604.125
6045000,1,604.5
6048750,1,604.875
6052500,1,605.25
6056250,1,605.625
6060000,1,606
6063750,1,606.375
6067500,1,606.75
6071250,1,607.125
6075000,1,607.5
6078750,1,607.875
6082500,1,608.25
6086250,1,608.625
6090000,1,609
6093750,1,609.375
6097500,1,609.75
6101250,1,610.125
6105000,1,610.5
6108750,1,610.875
6112500,1,611.25
6116250,1,611.625
6120000,1,612
6123750,1,612.375
6127500,1,612.75
6131250,1,613.125
6135000,1,613.5
6138750,1,613.875
6142500,1,614.25
6146250,1,614.625
6150000,1,615
6153750,1,615.375
6157500,1,615.75
6161250,1,616.125
6165000,1,616.5
6168750,1,616.875
6172500,1,617.25
6176250,1,617.625
6180000,1,618
6183750,1,618.375
6187500,1,618.75
6191250,1,619.125
6195000,1,619.5
6198750,1,619.875
6202500,1,620.25
6206250,1,620.625
6210000,1,621
6213750,1,621.375
6217500,1,621.75
6221250,1,622.125
6225000,1,622.5
6228750,1,622.875
6232500,1,623.25
6236250,1,623.625
6240000,1,624
6243750,1,624.375
6247500,1,624.75
6251250,1,625.125
6255000,1,625.5
6258750,1,625.875
6262500,1,626.25
6266250,1,626.625
6270000,1,627
6273750,1,627.375
6277500,1,627.75
6281250,1,628.125
6285000,1,628.5
6288750,1,628.875
6292500,1,629.25
6296250,1,629.625
6300000,1,630
6303750,1,630.375
6307500,1,630.75
6311250,1,631.125
6315000,1,631.5
6318750,1,631.875
6322500,1,632.25
6326250,1,632.625
6330000,1,633
6333750,1,633.375
6337500,1,633.75
6341250,1,634.125
6345000,1,634.5
6348750,1,634.875
6352500,1,635.25
6356250,1,635.625
6360000,1,636
6363750,1,636.375
6367500,1,636.75
6371250,1,637.125
6375000,1,637.5
6378750,1,637.875
6382500,1,638.25
6386250,1,638.625
6390000,1,639
6393750,1,639.375
6397500,1,639.75
6401250,1,640.125
6405000,1,640.5
6408750,1,640.875
6412500,1,641.25
6416250,1,641.625
6420000,1,642
6423750,1,642.375
6427500,1,642.75
6431250,1,643.125
6435000,1,643.5
6438750,1,643.875
6442500,1,644.25
6446250,1,644.625
6450000,1,645
6453750,1,645.375
6457500,1,645.75
6461250,1,646.125
6465000,1,646.5
6468750,1,646.875
6472500,1,647.25
6476250,1,647.625
6480000,1,648
6483750,1,648.375
6487500,1,648.75
6491250,1,649.125
6495000,1,649.5
6498750,1,649.875
6502500,1,650.25
6506250,1,650.625
6510000,1,651
6513750,1,651.375
6517500,1,651.75
6521250,1,652.125
6525000,1,652.5
6528750,1,652.875
6532500,1,653.25
6536250,1,653.625
6540000,1,654
6543750,1,654.375
6547500,1,654.75
6551250,1,655.125
6555000,1,655.5
6558750,1,655.875
6562500,1,656.25
6566250,1,656.625
6570000,1,657
6573750,1,657.375
6577500,1,657.75
6581250,1,658.125
6585000,1,658.5
6588750,1,658.875
6592500,1,659.25
6596250,1,659.625
6600000,1,660
6603750,1,660.375
6607500,1,660.75
6611250,1,661.125
6615000,1,661.5
6618750,1,661.875
6622500,1,662.25
6626250,1,662.625
6630000,1,663
6633750,1,663.375
6637500,1,663.75
6641250,1,664.125
6645000,1,664.5
6648750,1,664.875
6652500,1,665.25
6656250,1,665.625
6660000,1,666
6663750,1,666.375
6667500,1,666.75
6671250,1,667.125
6675000,1,667.5
6678750,1,667.875
6682500,1,668.25
6686250,1,668.625
6690000,1,669
6693750,1,669.375
6697500,1,669.75
6701250,1,670.125
6705000,1,670.5
6708750,1,670.875
6712500,1,671.25
6716250,1,671.625
6720000,1,672
6723750,1,672.375
6727500,1,672.75
6731250,1,673.125
6735000,1,673.5
6738750,1,673.875
6742500,1,674.25
6746250,1,674.625
6750000,1,675
0,1,0
